consultado,data_quality_limitation,data_quality_score,fontes,frequencia_temporal,metric_basis,modalidades,orgao,orgao_cnpj,periodo_fim,periodo_inicio,qtd_contratacoes,rank,raw_prefilter_qtd,resultado_zero,sample_engineering_ratio,sample_objetos,ticket_medio,ticket_medio_formula,tipos_obra,uf,valor_semantica,valor_total
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",38 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},Secretário de Infraestrutura,83102574000106,2026-07-23,2023-07-20,38,24,38,False,1.0,"[""Contratação de empresa especializada para execução de pavimentação em blocos intertravados de concreto, drenagem e sinalização viária do Beco Hercílio Bernardo Cláudio, Bairro: Taboão, Rio do Sul/SC"", ""Contratação de empresa especializada para execução de pavimentação intertravada, drenagem e sinalização viária da Travessa Lothar Weise, Bairro: Laranjeiras, Rio do Sul/SC."", ""Contratação de empresa especializada para execução de pavimentação intertravada, drenagem e sinalização viária do Beco Xavantina, Bairro: Barra do Trombudo, Rio do Sul/SC""]",517182.05,valor_total / qtd_contratacoes (same semantic as valor_total),"[""pavimentacao""]",SC,CONTRATADO,19652917.97
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",18 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},PREFEITURA MUNICIPAL DE XAXIM - SC,82854670000130,2026-07-23,2023-07-20,18,25,36,False,0.5,"[""Contratação de empresa especializada, com fornecimento de materiais, mão de obra, equipamentos e insumos, para execução de obra de pavimentação asfáltica com concreto betuminoso usinado a quente (CBUQ"", ""Contratação de empresa especializada, com fornecimento de materiais, mão de obra, equipamentos e insumos, para execução de obra de recapeamento asfáltico com concreto betuminoso usinado a quente (CBUQ"", ""Contratação de empresa especializada, com fornecimento de materiais, mão de obra, equipamentos e insumos, para execução de obra de revitalização da Avenida Plínio Arlindo de Nes no Município de Xaxim-""]",985024.2,valor_total / qtd_contratacoes (same semantic as valor_total),"[""infraestrutura_urbana"", ""pavimentacao""]",SC,CONTRATADO,17730435.59
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",29 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},PREFEITURA MUNICIPAL DE NOVA TRENTO,82925025000160,2026-07-23,2023-07-20,29,26,35,False,0.833,"[""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRAS E SERVIÇOS DE ENGENHARIA PARA A CONSTRUÇÃO DE 20 (VINTE) UNIDADES DE HABITAÇÃO SOCIAL NO MUNICÍPIO DE NOVA TRENTO/SC, CONFORME PROJETOS, MEMORIAL DESCRITI"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE PAVIMENTAÇÃO ASFÁLTICA, DRENAGEM, SINALIZAÇÃO E PASSEIOS DE DIVERSAS RUAS E PRAÇA GETÚLIO VARGAS, NOS BAIRROS CENTRO E ESPRAIADO, INCLU"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS PARA EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA DA ESTRADA MUNICIPAL GERAL DE SÃO VALENTIM, FORNECENDO ACESSO A LOCALIDADE DE LAGEADO, INTEGRANDO ""]",949499.79,valor_total / qtd_contratacoes (same semantic as valor_total),"[""obras_civis"", ""pavimentacao""]",SC,CONTRATADO,27535493.77
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",23 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},PREFEITURA MUNICIPAL DE TREZE DE MAIO - SC,82928672000126,2026-07-23,2023-07-20,23,27,35,False,0.667,"[""Aquisição parcelada de materiais elétricos com base na tabela SINAPI, para manutenção predial, dentre outras obras e manutenções diversas."", ""Contratação de empresa especializada em serviços de engenharia para execução da cobertura do pavilhão da garagem municipal com área de 1.006,08 m², com uso de telhas de fibrocimento, conforme projetos"", ""Contratação de empresa especializada para execução de obra de engenharia destinada a construção de 12 unidades habitacionais no bairro Rio Vargedo, com recursos do programa Casa Catarina.""]",713771.64,valor_total / qtd_contratacoes (same semantic as valor_total),"[""manutencao_predial"", ""obras_civis"", ""pavimentacao""]",SC,CONTRATADO,16416747.77
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",28 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},SECRETARIA DE OBRAS E TRANSPORTES,82915232000134,2026-07-23,2023-07-20,28,28,34,False,0.833,"[""Contratação de empresa para execução das obras de infraestrutura para posterior pavimentação asfáltica da Estrada Municipal TBS 133, no município de Timbé do Sul/SC, tudo de conformidade com o Termo d"", ""contratação de empresa para execução das obras de infraestrutura para posterior pavimentação asfáltica dos trechos 1 e 2, nas estradas municipais TBS 010, TBS 130 e TBS 347, com extensão de 4.560,00m "", ""contratação de empresa para execução das obras de infraestrutura para posterior pavimentação asfáltica do Trecho 1, na estrada municipal TBS 030, Vila Nova, numa extensão de 4.747,00m, no município de""]",672128.68,valor_total / qtd_contratacoes (same semantic as valor_total),"[""pavimentacao""]",SC,CONTRATADO,18819602.95
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",26 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},Secretaria de Administração,83102228000110,2026-07-23,2023-07-20,26,29,34,False,0.75,"[""Aquisição de equipamentos para uso no serviço da Secretaria de Infraestrutura Urbana."", ""Aquisição de maquinário para oficina da secretaria de infraestrutura urbana."", ""Aquisição de maquinário para uso da oficina da Secretaria de Infraestrutura Urbana.""]",394352.21,valor_total / qtd_contratacoes (same semantic as valor_total),"[""infraestrutura_urbana"", ""pavimentacao""]",SC,CONTRATADO,10253157.38
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",22 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},MOBILIDADE URBANA,86051398000100,2026-07-23,2023-07-20,22,30,33,False,0.667,"[""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE MATERIAIS, MÃO DE OBRA E DEMAIS OBRIGAÇÕES NECESSÁRIAS PARA A EXECUÇÃO DA PAVIMENTAÇÃO ASFÁLTICA, DRENAGEM E OBRAS COMPLEMENTARES, SOB O REGIM"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE MATERIAIS, MÃO DE OBRA E DEMAIS OBRIGAÇÕES NECESSÁRIAS PARA EXECUÇÃO DE PAVIMENTAÇÃO EM CONCRETO DA RUA ANTÔNIO GROSSKOPF, TRECHO PARCIAL, CON"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE MATERIAIS, MÃO DE OBRA E DEMAIS OBRIGAÇÕES NECESSÁRIAS PARA PAVIMENTAÇÃO ASFÁLTICA DA RUA AFONSO KOBS, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊ""]",2096913.24,valor_total / qtd_contratacoes (same semantic as valor_total),"[""pavimentacao""]",SC,CONTRATADO,46132091.18
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",24 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},PREFEITURA MUNICIPAL DE PALMITOS - SC,85361863000147,2026-07-23,2023-07-20,24,31,32,False,0.75,"[""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA PARA EXECUÇÃO DE OBRAS DE REVITALIZAÇÃO E MELHORIAS DE INFRAESTRUTURA NA PRAÇA MUNICIPAL CARLOS CULMEY, INCLUINDO O FORNECIMENTO DE MATERIAIS, MÃO DE"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE AMPLIAÇÃO DE PAVIMENTAÇÃO EM PEDRAS DE BASALTO IRREGULARES, NA RUA JUSCELINO KUBITSCHEK, NO DISTRITO DE SANTA LÚCIA, E EXECUÇÃO DE TERRAPLANAGEM, "", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRA DE PAVIMENTAÇÃO ASFÁLTICA, DRENAGEM PLUVIAL E SINALIZAÇÃO VIÁRIA NA ESTRADA RURAL LINHA PROGRESSO, EM TRECHO APROXIMADO DE 3,5 KM, NO INTERIO""]",1322497.42,valor_total / qtd_contratacoes (same semantic as valor_total),"[""infraestrutura_urbana"", ""pavimentacao"", ""terraplenagem""]",SC,CONTRATADO,31739938.05
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",16 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},MUNICÍPIO DE SANTO AMARO DA IMPERATRIZ,82892324000146,2026-07-23,2023-07-20,16,32,31,False,0.5,"[""Constitui-se objeto da presente licitação a aquisição de materiais de construção e/ou pavimentação cfe. especificações e quantidades nos Anexos integrantes deste Edital."", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE ENGENHARIA, PAVIMENTAÇÃO ASFÁLTICA, PARA EXECUÇÃO DE PAVIMENTO DA RUA FREI DALVINO MUNARETTO, LOCALIZADA NO BAIRRO CENTRO, SANTO AMARO DA I"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE OBRAS DE ENGENHARIA, PAVIMENTAÇÃO, DRENAGEM, CALÇADAS, CICLOVIA, REFORMA DO PORTAL DE ENTRADA DA CIDADE E SINALIZAÇÃO VIÁRIA, PARA REVITALIZAÇÃO URB""]",594162.94,valor_total / qtd_contratacoes (same semantic as valor_total),"[""obras_civis"", ""pavimentacao""]",SC,CONTRATADO,9506607.04
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",31 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},SECRETARIA MUNICIPAL DE INFRA ESTRUTURA,82926569000147,2026-07-23,2023-07-20,31,33,31,False,1.0,"[""CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DE PAVIMENTAÇÃO EM PEÇAS DE CONCRETO TIPO III, SEXTAVADOS NAS RUA VITORIO MARCON, RUA ADALBERTO ARINO CARGNIN E RUA PEDRO ALVIN, E PAVIMENTAÇÃO DE CO"", ""Contratação de empresa de engenharia para execução de Pavimentação em revestimento asfáltico, nas Estrada Geral Indaial - Trecho 02 e Rua Alvaro José de Medeiros - Trecho 02, com material e mão-de-obr"", ""Contratação de empresa de engenharia para execução de Pavimentação em revestimento asfáltico, nas Rua José Pedro Neves - Trecho 03, Estrada Geral Indaial - Trecho 02 e Estrada Geral Várzea das Canoas ""]",412572.84,valor_total / qtd_contratacoes (same semantic as valor_total),"[""pavimentacao""]",SC,CONTRATADO,12789758.1
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",22 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},Departamento de Obras Públicas,81140303000101,2026-07-23,2023-07-20,22,34,30,False,0.75,"[""Contratação de empresa de engenharia, especializada na prestação de serviços, para o fornecimento de materiais e execução da drenagem pluvial e pavimentação com blocos de concreto com 16 faces, para A"", ""Contratação de empresa especializada para a execução de drenagem pluvial e pavimentação asfáltica na Rua 1300 Antônio Pacheco, conforme Projeto Básico e demais anexos partes integrantes do Edital."", ""Contratação de empresa especializada para a execução de drenagem pluvial e pavimentação com blocos de concreto na Avenida das Margaridas, conforme Projeto Executivo e demais anexos partes integrantes ""]",957415.39,valor_total / qtd_contratacoes (same semantic as valor_total),"[""pavimentacao""]",SC,CONTRATADO,21063138.66
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",19 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},PREFEITURA MUNICIPAL DE CORDILHEIRA ALTA - SC,95990198000104,2026-07-23,2023-07-20,19,35,29,False,0.667,"[""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE OBRA DE ENGENHARIA PARA REFORMA E SUBSTITUIÇÃO DA REDE DE ABASTECIMENTO DE ÁGUA NA LINHA BENTO GONÇALVES, COM EXTENSÃO APROXIMADA DE 5.090 METRO"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE OBRA DE PAVIMENTAÇÃO ASFÁLTICA, COMPREENDENDO O FORNECIMENTO DE MATERIAIS, MÃO DE OBRA, EQUIPAMENTOS NECESSÁRIOS, NO TRECHO LOCALIZADO NA COMUNI"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE OBRA DE REPERFILAGEM/RECAPEAMENTO ASFÁLTICO, COMPREENDENDO O FORNECIMENTO DE MATERIAIS, MÃO DE OBRA, EQUIPAMENTOS NECESSÁRIOS, NOS TRECHOS DAS R""]",376504.74,valor_total / qtd_contratacoes (same semantic as valor_total),"[""obras_civis"", ""pavimentacao"", ""saneamento""]",SC,CONTRATADO,7153590.03
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",16 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},Prefeitura de Gaspar - SC,83102244000102,2026-07-23,2023-07-20,16,36,28,False,0.583,"[""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE DRENAGEM E PAVIMENTAÇÃO DA RUA ITÁLIA – TRECHOS 02 E 03."", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE PAVIMENTAÇÃO E DESLOCAMENTO DE POSTE NA RUA BELARMINO JOÃO DA SILVA."", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE PAVIMENTAÇÃO E DRENAGEM PLUVIAL NA RUA FILADÉLFIA.""]",1798575.56,valor_total / qtd_contratacoes (same semantic as valor_total),"[""pavimentacao""]",SC,CONTRATADO,28777208.92
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",21 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},SECRETARIA MUNICIPAL DE OBRAS E PLANEJAMENTO,83102319000155,2026-07-23,2023-07-20,21,37,28,False,0.75,"[""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRAS DE ENGENHARIA PARA FORNECIMENTO DE MATERIAL E MÃO DE OBRA PARA EXECUÇÃO DA REVITALIZAÇÃO DA PRAÇA DO IMIGRANTE, NO MUNICÍPIO DE LUIZ ALVES/SC, CONFORME PR"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRAS DE ENGENHARIA PARA FORNECIMENTO DE MATERIAL E MÃO DE OBRA PARA EXECUÇÃO DE PRAÇA LOCALIZADA NO NÚCLEO HABITACIONAL SERAFIM, NO MUNICÍPIO DE LUIZ ALVES/SC,"", ""Contratação de obra de execução da Rua Coberta, contemplando pavimentação da rua em concreto, cobertura metálica, iluminação e serviços complementares, no bairro Vila do Salto do Município de Luiz Alv""]",851622.2,valor_total / qtd_contratacoes (same semantic as valor_total),"[""drenagem"", ""obras_civis"", ""pavimentacao""]",SC,CONTRATADO,17884066.11
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",23 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},MUNICÍPIO DE ORLEANS,82926544000143,2026-07-23,2023-07-20,23,38,28,False,0.833,"[""AQUISIÇÃO DE PEDRA DE GRANITO CINZA CORUMBÁ FLAMEADO, COM ESPESSURA DE 2,0 CM. ESTE MATERIAL SERÁ UTILIZADO NA PAVIMENTAÇÃO DE PISOS EM ÁREAS PÚBLICAS, COMO PASSEIOS, PARQUES E PRAÇAS, ATENDENDO ÀS DE"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DA PAVIMENTAÇÃO DA RUA MÁRIO JOÃO RABELO E PARTE DA RUA ANCEMO SCHAMBECK COM A UTILIZAÇÃO DE PAVERS EM CONCRETO, INCLUINDO OS PASSEIOS, NA CIDADE D"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE OBRA DE ENGENHARIA DE MURO FRONTAL DA ESCOLA MUNICIPAL HILSA PEDONE NO BAIRRO RIO BELO NO MUNICÍPIO DE ORLEANS - CONTRATAÇÃO POR MEIO DE DISPENS""]",788306.99,valor_total / qtd_contratacoes (same semantic as valor_total),"[""obras_civis"", ""pavimentacao"", ""terraplenagem""]",SC,CONTRATADO,18131060.72
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",28 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},Departamento de Urbanismo,83102640000130,2026-07-23,2023-07-20,28,39,28,False,1.0,"[""CONSTRUÇÃO DE MURO DE GABIÃO E RECOMPOSIÇÃO DA PAVIMENTAÇÃO DA RUA VER. MARCOLINO JOSÉ MIGUEL - LOTEAMENTO IRMÃ PAULINA. OBRA A SER EXECUTADA COM RECURSOS DO GOVERNO FEDERAL (DEFESA CIVIL). PROCESSO D"", ""CONSTRUÇÃO DE MURO DE GABIÃO, RECOMPOSIÇÃO EM LAJOTAS HEXAGONAIS DE CONCRETO, DRENAGEM PLUVIAL, PAVIMENTAÇÃO DE PASSEIO EM PAVER E SINALIZAÇÃO VIÁRIA NA RUA VEREADOR MARCOLINO JOSÉ MIGUEL, BAIRRO GABI"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA PAVIMENTAÇÃO EM LAJOTAS HEXAGONAIS DE CONCRETO DA RUA JOSÉ DOMINGOS BERNS, TRECHO 02, E DA RUA VEREADOR WALMIR FRANCISCO STEINBACH, LOCALIZADAS NO""]",668696.82,valor_total / qtd_contratacoes (same semantic as valor_total),"[""pavimentacao""]",SC,CONTRATADO,18723510.96
True,data_quality_score=0.85 < 1.0 — ranking may over-represent entes with richer source data; not a pure market measure,0.85,"[""pncp_supplier_contracts"", ""isolated_snapshot"", ""engineering_reclassified""]",15 eventos no período (2023-07-20..2026-07-23),engineering_reclassified_samples,{},Câmara de Vereadores de Balneário Camboriú,83551549000100,2026-07-23,2023-07-20,15,40,28,False,0.545,"[""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE EQUIPAMENTOS PARA MANUTENÇÃO PREDIAL (ESCADA “PADRÃO BOMBEIROS” E KIT PARAFUSADEIRA), PARA USO DA CÂMARA DE VEREADORES DE BALNEÁRIO CAMBORIÚ"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE MATERIAIS DE MANUTENÇÃO PREDIAL E DE TI, PARA A CÂMARA MUNICIPAL DE BALNEÁRIO CAMBORIÚ, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NESTE INST"", ""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE MATERIAIS DE MANUTENÇÃO PREDIAL, PARA A CÂMARA MUNICIPAL DE BALNEÁRIO CAMBORIÚ (CVBC), CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NESTE INSTR""]",31128.28,valor_total / qtd_contratacoes (same semantic as valor_total),"[""manutencao_predial"", ""obras_civis""]",SC,CONTRATADO,466924.14
